Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
22        ,26        ,011.mol2                 ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
22        ,27        ,011.mol2                 ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
22        ,28        ,011.mol2                 ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
22        ,29        ,011.mol2                 ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
22        ,30        ,011.mol2                 ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
22        ,31        ,011.mol2                 ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
23        ,24        ,011_lig_1.mol2           ,012.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
23        ,25        ,011_lig_1.mol2           ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
23        ,26        ,011_lig_1.mol2           ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
23        ,27        ,011_lig_1.mol2           ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
23        ,28        ,011_lig_1.mol2           ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
23        ,29        ,011_lig_1.mol2           ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
23        ,30        ,011_lig_1.mol2           ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
23        ,31        ,011_lig_1.mol2           ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
24        ,25        ,012.mol2                 ,012_lig_11.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
24        ,26        ,012.mol2                 ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
24        ,27        ,012.mol2                 ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
24        ,28        ,012.mol2                 ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
24        ,29        ,012.mol2                 ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
24        ,30        ,012.mol2                 ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
24        ,31        ,012.mol2                 ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
25        ,26        ,012_lig_11.mol2          ,013.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
25        ,27        ,012_lig_11.mol2          ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
25        ,28        ,012_lig_11.mol2          ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
25        ,29        ,012_lig_11.mol2          ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
25        ,30        ,012_lig_11.mol2          ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
25        ,31        ,012_lig_11.mol2          ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
26        ,27        ,013.mol2                 ,013_lig_3.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
26        ,28        ,013.mol2                 ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
26        ,29        ,013.mol2                 ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
26        ,30        ,013.mol2                 ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
26        ,31        ,013.mol2                 ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
27        ,28        ,013_lig_3.mol2           ,014.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
27        ,29        ,013_lig_3.mol2           ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
27        ,30        ,013_lig_3.mol2           ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
27        ,31        ,013_lig_3.mol2           ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
28        ,29        ,014.mol2                 ,014_lig_5.mol2           ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
28        ,30        ,014.mol2                 ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
28        ,31        ,014.mol2                 ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
29        ,30        ,014_lig_5.mol2           ,015.mol2                 ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
29        ,31        ,014_lig_5.mol2           ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
30        ,31        ,015.mol2                 ,015_lig_16.mol2          ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
